bankName,reportingPeriod,receipts,expenditures,merchantProviderFees,startBalance,creditTotal,subtotal,expenditureTotal,endBalance,filerReportedDepositReceiptUnitemizedTotal,filerReportedDepositReceiptItemizedTotal,filerReportedDepositReceiptTotal,merchantProviderFeeTotal,id,reportId,reportTypeId,reportTypeDescription,recordTypeId,cpfId,filerCategory,filingMechanism,reportYear,endDate,dateFiled,dateFiledMedium,isAmendment,isQualifiedAmendment,isAmended,amendmentReason,previousReportId,nextReportId,isCandidateReport,isPeriodicReport,isDepositoryPeriodicReport,isNd102,isDepositReport,isBankReport,isLateContributionReport,isExpenseReport,isReimbursementReport,isSv1,isDonationReport,isCreditCardReport,isIePacReport,isPayrollReport,IsIndependentSpendingReport
East Cambridge Savings Bank,8/16/2019 - 8/31/2019,[],[],[],"$5,911.84",$0.24,"$5,912.08","$1,257.18","$4,654.90",$0.00,$0.00,$0.00,$0.00,709566,709566,72,Bank Report,105,12222,D,,2019,8/31/2019,9/3/2019,"Tuesday, September 3, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/1/2019 - 8/15/2019,[],[],[],"$6,171.72",$290.12,"$6,461.84",$550.00,"$5,911.84",$0.00,$0.00,$0.00,$0.00,707665,707665,71,Bank Report,105,12222,D,,2019,8/15/2019,8/16/2019,"Friday, August 16, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,7/16/2019 - 7/31/2019,[],[],[],"$6,170.21",$548.30,"$6,718.51",$546.79,"$6,171.72",$0.00,$0.00,$0.00,$0.00,706237,706237,72,Bank Report,105,12222,D,,2019,7/31/2019,8/2/2019,"Friday, August 2, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,7/1/2019 - 7/15/2019,[],[],[],"$6,720.21",$0.00,"$6,720.21",$550.00,"$6,170.21",$0.00,$0.00,$0.00,$0.00,703663,703663,71,Bank Report,105,12222,D,,2019,7/15/2019,7/16/2019,"Tuesday, July 16, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,6/16/2019 - 6/30/2019,[],[],[],"$7,154.93",$0.28,"$7,155.21",$435.00,"$6,720.21",$0.00,$0.00,$0.00,$0.00,702115,702115,72,Bank Report,105,12222,D,,2019,6/30/2019,7/1/2019,"Monday, July 1, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,6/1/2019 - 6/15/2019,[],[],[],"$7,719.93",$0.00,"$7,719.93",$565.00,"$7,154.93",$0.00,$0.00,$0.00,$0.00,700191,700191,71,Bank Report,105,12222,D,,2019,6/15/2019,6/17/2019,"Monday, June 17, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,5/16/2019 - 5/31/2019,[],[],[],"$7,859.45",$0.34,"$7,859.79",$139.86,"$7,719.93",$0.00,$0.00,$0.00,$0.00,698564,698564,72,Bank Report,105,12222,D,,2019,5/31/2019,6/3/2019,"Monday, June 3, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,5/1/2019 - 5/15/2019,[],[],[],"$8,750.35",$0.00,"$8,750.35",$890.90,"$7,859.45",$0.00,$0.00,$0.00,$0.00,696948,696948,71,Bank Report,105,12222,D,,2019,5/15/2019,5/16/2019,"Thursday, May 16, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,4/16/2019 - 4/30/2019,[],[],[],"$8,854.31",$0.38,"$8,854.69",$104.34,"$8,750.35",$0.00,$0.00,$0.00,$0.00,695371,695371,72,Bank Report,105,12222,D,,2019,4/30/2019,5/1/2019,"Wednesday, May 1, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,4/1/2019 - 4/15/2019,[],[],[],"$9,424.08",$0.00,"$9,424.08",$569.77,"$8,854.31",$0.00,$0.00,$0.00,$0.00,693949,693949,71,Bank Report,105,12222,D,,2019,4/15/2019,4/16/2019,"Tuesday, April 16, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,3/16/2019 - 3/31/2019,[],[],[],"$9,364.79",$200.39,"$9,565.18",$141.10,"$9,424.08",$0.00,$0.00,$0.00,$0.00,692373,692373,72,Bank Report,105,12222,D,,2019,3/31/2019,4/1/2019,"Monday, April 1, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,3/1/2019 - 3/15/2019,[],[],[],"$10,052.69",$0.00,"$10,052.69",$687.90,"$9,364.79",$0.00,$0.00,$0.00,$0.00,691258,691258,71,Bank Report,105,12222,D,,2019,3/15/2019,3/19/2019,"Tuesday, March 19, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,2/16/2019 - 2/28/2019,[],[],[],"$10,877.28",$0.41,"$10,877.69",$825.00,"$10,052.69",$0.00,$0.00,$0.00,$0.00,689533,689533,72,Bank Report,105,12222,D,,2019,2/28/2019,3/1/2019,"Friday, March 1, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,2/1/2019 - 2/15/2019,[],[],[],"$11,015.18",$500.00,"$11,515.18",$637.90,"$10,877.28",$0.00,$0.00,$0.00,$0.00,688512,688512,71,Bank Report,105,12222,D,,2019,2/15/2019,2/19/2019,"Tuesday, February 19, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,1/16/2019 - 1/31/2019,[],[],[],"$11,154.57",$0.76,"$11,155.33",$140.15,"$11,015.18",$0.00,$0.00,$0.00,$0.00,686877,686877,72,Bank Report,105,12222,D,,2019,1/31/2019,2/1/2019,"Friday, February 1, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,1/1/2019 - 1/15/2019,[],[],[],"$26,797.26",$0.00,"$26,797.26","$15,642.69","$11,154.57",$0.00,$0.00,$0.00,$0.00,684421,684421,71,Bank Report,105,12222,D,,2019,1/15/2019,1/16/2019,"Wednesday, January 16, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,12/16/2018 - 12/31/2018,[],[],[],"$26,080.25",$981.36,"$27,061.61",$264.35,"$26,797.26",$0.00,$0.00,$0.00,$0.00,682336,682336,72,Bank Report,105,12222,D,,2018,12/31/2018,1/2/2019,"Wednesday, January 2, 2019",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,12/1/2018 - 12/15/2018,[],[],[],"$26,482.63",$700.00,"$27,182.63","$1,102.38","$26,080.25",$0.00,$0.00,$0.00,$0.00,680835,680835,71,Bank Report,105,12222,D,,2018,12/15/2018,12/17/2018,"Monday, December 17, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,11/16/2018 - 11/30/2018,[],[],[],"$26,001.00",$526.08,"$26,527.08",$44.45,"$26,482.63",$0.00,$0.00,$0.00,$0.00,679745,679745,72,Bank Report,105,12222,D,,2018,11/30/2018,12/3/2018,"Monday, December 3, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,11/1/2018 - 11/15/2018,[],[],[],"$12,756.61","$14,095.62","$26,852.23",$851.23,"$26,001.00",$0.00,$0.00,$0.00,$0.00,678009,678009,71,Bank Report,105,12222,D,,2018,11/15/2018,11/16/2018,"Friday, November 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,10/16/2018 - 10/31/2018,[],[],[],"$13,360.90",$0.59,"$13,361.49",$604.88,"$12,756.61",$0.00,$0.00,$0.00,$0.00,676419,676419,72,Bank Report,105,12222,D,,2018,10/31/2018,11/1/2018,"Thursday, November 1, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,10/1/2018 - 10/15/2018,[],[],[],"$14,032.99",$0.00,"$14,032.99",$672.09,"$13,360.90",$0.00,$0.00,$0.00,$0.00,673619,673619,71,Bank Report,105,12222,D,,2018,10/15/2018,10/16/2018,"Tuesday, October 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,9/16/2018 - 9/30/2018,[],[],[],"$14,512.22",$0.58,"$14,512.80",$479.81,"$14,032.99",$0.00,$0.00,$0.00,$0.00,672448,672448,72,Bank Report,105,12222,D,,2018,9/30/2018,10/2/2018,"Tuesday, October 2, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,9/1/2018 - 9/15/2018,[],[],[],"$15,426.91",$0.00,"$15,426.91",$914.69,"$14,512.22",$0.00,$0.00,$0.00,$0.00,670353,670353,71,Bank Report,105,12222,D,,2018,9/15/2018,9/17/2018,"Monday, September 17, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/16/2018 - 8/31/2018,[],[],[],"$15,551.25",$0.66,"$15,551.91",$125.00,"$15,426.91",$0.00,$0.00,$0.00,$0.00,668989,668989,72,Bank Report,105,12222,D,,2018,8/31/2018,9/4/2018,"Tuesday, September 4, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/1/2018 - 8/15/2018,[],[],[],"$16,145.63",$0.00,"$16,145.63",$594.38,"$15,551.25",$0.00,$0.00,$0.00,$0.00,665926,665926,71,Bank Report,105,12222,D,,2018,8/15/2018,8/16/2018,"Thursday, August 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,7/16/2018 - 7/31/2018,[],[],[],"$16,554.82",$0.70,"$16,555.52",$409.89,"$16,145.63",$0.00,$0.00,$0.00,$0.00,664151,664151,72,Bank Report,105,12222,D,,2018,7/31/2018,8/1/2018,"Wednesday, August 1, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,7/1/2018 - 7/15/2018,[],[],[],"$17,449.58",$0.00,"$17,449.58",$894.76,"$16,554.82",$0.00,$0.00,$0.00,$0.00,662765,662765,71,Bank Report,105,12222,D,,2018,7/15/2018,7/17/2018,"Tuesday, July 17, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,6/16/2018 - 6/30/2018,[],[],[],"$17,605.62",$0.73,"$17,606.35",$156.77,"$17,449.58",$0.00,$0.00,$0.00,$0.00,660702,660702,72,Bank Report,105,12222,D,,2018,6/30/2018,7/2/2018,"Monday, July 2, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,6/1/2018 - 6/15/2018,[],[],[],"$18,640.07",$0.00,"$18,640.07","$1,034.45","$17,605.62",$0.00,$0.00,$0.00,$0.00,658950,658950,71,Bank Report,105,12222,D,,2018,6/15/2018,6/18/2018,"Monday, June 18, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,5/16/2018 - 5/31/2018,[],[],[],"$18,639.27",$0.80,"$18,640.07",$0.00,"$18,640.07",$0.00,$0.00,$0.00,$0.00,657009,657009,72,Bank Report,105,12222,D,,2018,5/31/2018,6/1/2018,"Friday, June 1, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,5/1/2018 - 5/15/2018,[],[],[],"$19,747.56",$96.05,"$19,843.61","$1,204.34","$18,639.27",$0.00,$0.00,$0.00,$0.00,655285,655285,71,Bank Report,105,12222,D,,2018,5/15/2018,5/16/2018,"Wednesday, May 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,4/16/2018 - 4/30/2018,[],[],[],"$20,736.61",$20.84,"$20,757.45","$1,009.89","$19,747.56",$0.00,$0.00,$0.00,$0.00,653550,653550,72,Bank Report,105,12222,D,,2018,4/30/2018,5/1/2018,"Tuesday, May 1, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,4/1/2018 - 4/15/2018,[],[],[],"$21,650.23",$0.00,"$21,650.23",$913.62,"$20,736.61",$0.00,$0.00,$0.00,$0.00,651858,651858,71,Bank Report,105,12222,D,,2018,4/15/2018,4/16/2018,"Monday, April 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,3/16/2018 - 3/31/2018,[],[],[],"$21,669.07",$0.93,"$21,670.00",$19.77,"$21,650.23",$0.00,$0.00,$0.00,$0.00,650275,650275,72,Bank Report,105,12222,D,,2018,3/31/2018,4/2/2018,"Monday, April 2, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,3/1/2018 - 3/15/2018,[],[],[],"$22,881.86",$0.00,"$22,881.86","$1,212.79","$21,669.07",$0.00,$0.00,$0.00,$0.00,648581,648581,71,Bank Report,105,12222,D,,2018,3/15/2018,3/16/2018,"Friday, March 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,2/16/2018 - 2/28/2018,[],[],[],"$24,267.01",$0.93,"$24,267.94","$1,386.08","$22,881.86",$0.00,$0.00,$0.00,$0.00,646901,646901,72,Bank Report,105,12222,D,,2018,2/28/2018,3/1/2018,"Thursday, March 1, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,2/1/2018 - 2/15/2018,[],[],[],"$25,024.49",$0.00,"$25,024.49",$757.48,"$24,267.01",$0.00,$0.00,$0.00,$0.00,645617,645617,71,Bank Report,105,12222,D,,2018,2/15/2018,2/16/2018,"Friday, February 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,1/16/2018 - 1/31/2018,[],[],[],"$25,290.43",$1.11,"$25,291.54",$267.05,"$25,024.49",$0.00,$0.00,$0.00,$0.00,643988,643988,72,Bank Report,105,12222,D,,2018,1/31/2018,2/1/2018,"Thursday, February 1, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,1/1/2018 - 1/15/2018,[],[],[],"$26,194.75",$50.00,"$26,244.75",$954.32,"$25,290.43",$0.00,$0.00,$0.00,$0.00,641053,641053,71,Bank Report,105,12222,D,,2018,1/15/2018,1/16/2018,"Tuesday, January 16, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,12/16/2017 - 12/31/2017,[],[],[],"$43,133.47",$138.53,"$43,272.00","$17,077.25","$26,194.75",$0.00,$0.00,$0.00,$0.00,638567,638567,72,Bank Report,105,12222,D,,2017,12/31/2017,1/2/2018,"Tuesday, January 2, 2018",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,12/1/2017 - 12/15/2017,[],[],[],"$43,743.21",$75.00,"$43,818.21",$684.74,"$43,133.47",$0.00,$0.00,$0.00,$0.00,637082,637082,71,Bank Report,105,12222,D,,2017,12/15/2017,12/18/2017,"Monday, December 18, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,11/16/2017 - 11/30/2017,[],[],[],"$47,133.40",$1.73,"$47,135.13","$3,391.92","$43,743.21",$0.00,$0.00,$0.00,$0.00,635443,635443,72,Bank Report,105,12222,D,,2017,11/30/2017,12/1/2017,"Friday, December 1, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,11/1/2017 - 11/15/2017,[],[],[],"$38,991.55","$12,152.46","$51,144.01","$4,010.61","$47,133.40",$0.00,$0.00,$0.00,$0.00,633507,633507,71,Bank Report,105,12222,D,,2017,11/15/2017,11/16/2017,"Thursday, November 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,10/16/2017 - 10/31/2017,[],[],[],"$34,760.91","$8,466.51","$43,227.42","$4,235.87","$38,991.55",$0.00,$0.00,$0.00,$0.00,631529,631529,72,Bank Report,105,12222,D,,2017,10/31/2017,11/1/2017,"Wednesday, November 1, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,10/1/2017 - 10/15/2017,[],[],[],"$35,194.09","$6,245.50","$41,439.59","$6,678.68","$34,760.91",$0.00,$0.00,$0.00,$0.00,629109,629109,71,Bank Report,105,12222,D,,2017,10/15/2017,10/16/2017,"Monday, October 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,9/16/2017 - 9/30/2017,[],[],[],"$34,879.48","$2,126.44","$37,005.92","$1,811.83","$35,194.09",$0.00,$0.00,$0.00,$0.00,627995,627995,72,Bank Report,105,12222,D,,2017,9/30/2017,10/4/2017,"Wednesday, October 4, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,9/1/2017 - 9/15/2017,[],[],[],"$35,874.48",$0.00,"$35,874.48",$995.00,"$34,879.48",$0.00,$0.00,$0.00,$0.00,625722,625722,71,Bank Report,105,12222,D,,2017,9/15/2017,9/18/2017,"Monday, September 18, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/16/2017 - 8/31/2017,[],[],[],"$35,917.95",$1.53,"$35,919.48",$45.00,"$35,874.48",$0.00,$0.00,$0.00,$0.00,624199,624199,72,Bank Report,105,12222,D,,2017,8/31/2017,9/6/2017,"Wednesday, September 6, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/1/2017 - 8/15/2017,[],[],[],"$36,108.37",$0.00,"$36,108.37",$190.42,"$35,917.95",$0.00,$0.00,$0.00,$0.00,621350,621350,71,Bank Report,105,12222,D,,2017,8/15/2017,8/16/2017,"Wednesday, August 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,7/16/2017 - 7/31/2017,[],[],[],"$36,374.02",$1.32,"$36,375.34",$266.97,"$36,108.37",$0.00,$0.00,$0.00,$0.00,619467,619467,72,Bank Report,105,12222,D,,2017,7/31/2017,8/1/2017,"Tuesday, August 1, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,7/1/2017 - 7/15/2017,[],[],[],"$24,126.30","$12,840.12","$36,966.42",$592.40,"$36,374.02",$0.00,$0.00,$0.00,$0.00,617740,617740,71,Bank Report,105,12222,D,,2017,7/15/2017,7/17/2017,"Monday, July 17, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,6/16/2017 - 6/30/2017,[],[],[],"$22,695.35","$1,500.95","$24,196.30",$70.00,"$24,126.30",$0.00,$0.00,$0.00,$0.00,616071,616071,72,Bank Report,105,12222,D,,2017,6/30/2017,7/5/2017,"Wednesday, July 5, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,6/1/2017 - 6/15/2017,[],[],[],"$24,007.75",$0.00,"$24,007.75","$1,312.40","$22,695.35",$0.00,$0.00,$0.00,$0.00,613670,613670,71,Bank Report,105,12222,D,,2017,6/15/2017,6/16/2017,"Friday, June 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,5/16/2017 - 5/31/2017,[],[],[],"$22,488.48","$1,781.26","$24,269.74",$261.99,"$24,007.75",$0.00,$0.00,$0.00,$0.00,612352,612352,72,Bank Report,105,12222,D,,2017,5/31/2017,6/2/2017,"Friday, June 2, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,5/1/2017 - 5/15/2017,[],[],[],"$22,583.09",$0.00,"$22,583.09",$94.61,"$22,488.48",$0.00,$0.00,$0.00,$0.00,610016,610016,71,Bank Report,105,12222,D,,2017,5/15/2017,5/16/2017,"Tuesday, May 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,4/16/2017 - 4/30/2017,[],[],[],"$22,799.21",$0.86,"$22,800.07",$216.98,"$22,583.09",$0.00,$0.00,$0.00,$0.00,608427,608427,72,Bank Report,105,12222,D,,2017,4/30/2017,5/1/2017,"Monday, May 1, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,4/1/2017 - 4/15/2017,[],[],[],"$20,041.59","$2,850.00","$22,891.59",$92.38,"$22,799.21",$0.00,$0.00,$0.00,$0.00,606896,606896,71,Bank Report,105,12222,D,,2017,4/15/2017,4/17/2017,"Monday, April 17, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,3/16/2017 - 3/31/2017,[],[],[],"$4,703.84","$18,070.55","$22,774.39","$2,732.80","$20,041.59",$0.00,$0.00,$0.00,$0.00,605611,605611,72,Bank Report,105,12222,D,,2017,3/31/2017,4/3/2017,"Monday, April 3, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,3/1/2017 - 3/15/2017,[],[],[],"$6,006.14",$0.00,"$6,006.14","$1,302.30","$4,703.84",$0.00,$0.00,$0.00,$0.00,603752,603752,71,Bank Report,105,12222,D,,2017,3/15/2017,3/16/2017,"Thursday, March 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,2/16/2017 - 2/28/2017,[],[],[],"$6,040.90",$0.24,"$6,041.14",$35.00,"$6,006.14",$0.00,$0.00,$0.00,$0.00,602675,602675,72,Bank Report,105,12222,D,,2017,2/28/2017,3/1/2017,"Wednesday, March 1, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,2/1/2017 - 2/15/2017,[],[],[],"$6,983.01",$0.00,"$6,983.01",$942.11,"$6,040.90",$0.00,$0.00,$0.00,$0.00,601526,601526,71,Bank Report,105,12222,D,,2017,2/15/2017,2/16/2017,"Thursday, February 16, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,1/16/2017 - 1/31/2017,[],[],[],"$3,017.24","$3,977.03","$6,994.27",$11.26,"$6,983.01",$0.00,$0.00,$0.00,$0.00,601101,601101,72,Bank Report,105,12222,D,,2017,1/31/2017,2/14/2017,"Tuesday, February 14, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,1/1/2017 - 1/15/2017,[],[],[],"$4,069.67",$0.00,"$4,069.67","$1,052.43","$3,017.24",$0.00,$0.00,$0.00,$0.00,601100,601100,71,Bank Report,105,12222,D,,2017,1/15/2017,2/14/2017,"Tuesday, February 14, 2017",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,12/16/2015 - 12/31/2015,[],[],[],"$4,280.36","$5,089.51","$9,369.87","$2,953.82","$6,416.05",$0.00,$0.00,$0.00,$0.00,559364,559364,72,Bank Report,105,12222,D,,2015,12/31/2015,1/7/2016,"Thursday, January 7, 2016",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,12/1/2015 - 12/15/2015,[],[],[],"$10,136.57",$0.00,"$10,136.57","$5,856.21","$4,280.36",$0.00,$0.00,$0.00,$0.00,557430,557430,71,Bank Report,105,12222,D,,2015,12/15/2015,12/18/2015,"Friday, December 18, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,11/16/2015 - 11/30/2015,[],[],[],"$12,365.97","$1,380.03","$13,746.00","$3,609.43","$10,136.57",$0.00,$0.00,$0.00,$0.00,556204,556204,72,Bank Report,105,12222,D,,2015,11/30/2015,12/7/2015,"Monday, December 7, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,11/1/2015 - 11/15/2015,[],[],[],"$8,950.50","$5,470.00","$14,420.50","$2,054.53","$12,365.97",$0.00,$0.00,$0.00,$0.00,554580,554580,71,Bank Report,105,12222,D,,2015,11/15/2015,11/20/2015,"Friday, November 20, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,10/16/2015 - 10/31/2015,[],[],[],"$9,169.08","$4,906.01","$14,075.09","$5,124.59","$8,950.50",$0.00,$0.00,$0.00,$0.00,552100,552100,72,Bank Report,105,12222,D,,2015,10/31/2015,11/2/2015,"Monday, November 2, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,10/1/2015 - 10/15/2015,[],[],[],"$8,227.48","$5,080.00","$13,307.48","$4,138.40","$9,169.08",$0.00,$0.00,$0.00,$0.00,550496,550496,71,Bank Report,105,12222,D,,2015,10/15/2015,10/19/2015,"Monday, October 19, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,9/16/2015 - 9/30/2015,[],[],[],"$16,660.33",$880.63,"$17,540.96","$9,313.48","$8,227.48",$0.00,$0.00,$0.00,$0.00,548322,548322,72,Bank Report,105,12222,D,,2015,9/30/2015,10/1/2015,"Thursday, October 1, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,9/1/2015 - 9/15/2015,[],[],[],"$18,163.19",$500.00,"$18,663.19","$2,002.86","$16,660.33",$0.00,$0.00,$0.00,$0.00,546232,546232,71,Bank Report,105,12222,D,,2015,9/15/2015,9/16/2015,"Wednesday, September 16, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/16/2015 - 8/31/2015,[],[],[],"$25,064.04",$351.01,"$25,415.05","$7,251.86","$18,163.19",$0.00,$0.00,$0.00,$0.00,544759,544759,72,Bank Report,105,12222,D,,2015,8/31/2015,9/1/2015,"Tuesday, September 1, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
East Cambridge Savings Bank,8/1/2015 - 8/15/2015,[],[],[],"$25,945.11",$0.00,"$25,945.11",$881.07,"$25,064.04",$0.00,$0.00,$0.00,$0.00,543142,543142,71,Bank Report,105,12222,D,,2015,8/15/2015,8/17/2015,"Monday, August 17, 2015",False,False,False,,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
